Id,PAXCOUNT,SALESCHANNEL,TRIPTYPEDESC,PURCHASELEAD,LENGTHOFSTAY,flight_hour,flight_day,ROUTE,geoNetwork_country,BAGGAGE_CATEGORY,SEAT_CATEGORY,FNB_CATEGORY,INS_FLAG,flightDuration_hour
31780,2,Internet,RoundTrip,11,4,8,Mon,HKTICN,South Korea,0,0,0,0,6.62
31781,4,Internet,RoundTrip,41,4,16,Thu,HKTICN,South Korea,1,0,1,0,6.62
31782,1,Internet,RoundTrip,27,4,8,Thu,HKTICN,South Korea,0,0,1,0,6.62
31783,2,Internet,RoundTrip,112,4,6,Wed,HKTICN,South Korea,1,1,0,0,6.62
31784,1,Internet,RoundTrip,25,4,10,Fri,HKTICN,South Korea,0,0,0,0,6.62
31785,2,Mobile,RoundTrip,55,4,10,Sat,HKTICN,South Korea,1,1,0,0,6.62
31786,2,Mobile,RoundTrip,22,4,12,Sat,HKTICN,South Korea,0,1,1,0,6.62
31787,2,Internet,RoundTrip,43,4,4,Sun,HKTICN,South Korea,1,0,0,0,6.62
31788,2,Internet,RoundTrip,23,4,10,Sat,HKTICN,South Korea,0,0,0,0,6.62
31789,2,Internet,RoundTrip,56,4,8,Fri,HKTICN,South Korea,0,0,0,0,6.62
31790,2,Internet,RoundTrip,297,4,20,Sun,HKTICN,South Korea,1,0,1,0,6.62
31791,2,Internet,RoundTrip,73,4,8,Mon,HKTICN,South Korea,1,0,0,0,6.62
31792,1,Internet,RoundTrip,17,4,23,Sun,HKTICN,South Korea,0,0,0,0,6.62
31793,2,Internet,RoundTrip,156,4,17,Thu,HKTICN,South Korea,0,0,0,0,6.62
31794,3,Internet,RoundTrip,27,4,7,Tue,HKTICN,South Korea,1,0,0,0,6.62
31795,1,Internet,RoundTrip,57,4,5,Tue,HKTICN,South Korea,1,0,0,0,6.62
31796,2,Internet,RoundTrip,24,4,18,Sun,HKTICN,South Korea,1,0,0,0,6.62
31797,1,Internet,RoundTrip,149,4,1,Sat,HKTICN,South Korea,1,0,0,0,6.62
31798,1,Internet,RoundTrip,98,4,14,Sun,HKTICN,South Korea,0,0,0,0,6.62
31799,2,Internet,RoundTrip,156,4,13,Thu,HKTICN,South Korea,0,0,0,0,6.62
31800,2,Internet,RoundTrip,86,4,15,Sat,HKTICN,South Korea,1,0,0,0,6.62
31801,4,Mobile,RoundTrip,156,4,14,Wed,HKTICN,South Korea,0,0,1,0,6.62
31802,3,Internet,RoundTrip,26,4,16,Sat,HKTICN,South Korea,0,0,0,0,6.62
31803,2,Internet,RoundTrip,67,4,15,Tue,HKTICN,South Korea,0,1,0,0,6.62
31804,1,Internet,RoundTrip,19,4,0,Fri,HKTICN,South Korea,1,0,0,0,6.62
31805,2,Internet,RoundTrip,80,4,13,Thu,HKTICN,South Korea,1,1,1,0,6.62
31806,4,Internet,RoundTrip,8,4,2,Thu,HKTICN,South Korea,1,1,1,0,6.62
31807,7,Internet,RoundTrip,191,4,14,Sun,HKTICN,South Korea,1,0,0,0,6.62
31808,2,Internet,RoundTrip,317,4,4,Mon,HKTICN,South Korea,0,0,0,0,6.62
31809,1,Internet,RoundTrip,10,4,15,Fri,HKTICN,South Korea,0,0,1,0,6.62
31810,2,Internet,RoundTrip,96,4,6,Mon,HKTICN,South Korea,1,0,1,0,6.62
31811,2,Internet,RoundTrip,165,4,14,Mon,HKTICN,South Korea,0,1,1,0,6.62
31812,2,Internet,RoundTrip,11,4,4,Mon,HKTICN,South Korea,1,1,0,0,6.62
31813,4,Internet,RoundTrip,414,4,14,Tue,HKTICN,South Korea,0,0,0,0,6.62
31814,8,Internet,RoundTrip,189,4,12,Wed,HKTICN,South Korea,0,0,0,0,6.62
31815,1,Internet,RoundTrip,4,4,7,Sat,HKTICN,South Korea,1,0,0,0,6.62
31816,5,Mobile,RoundTrip,421,4,16,Sun,HKTICN,South Korea,0,0,0,0,6.62
31817,5,Internet,RoundTrip,161,4,4,Wed,HKTICN,South Korea,1,0,0,0,6.62
31818,2,Internet,RoundTrip,35,4,13,Mon,HKTICN,South Korea,0,0,1,0,6.62
31819,2,Internet,RoundTrip,338,4,15,Mon,HKTICN,South Korea,1,0,1,0,6.62
31820,3,Internet,RoundTrip,23,4,0,Wed,HKTICN,South Korea,0,0,1,0,6.62
31821,2,Internet,RoundTrip,96,4,12,Sun,HKTICN,South Korea,1,0,0,0,6.62
31822,1,Mobile,RoundTrip,16,4,12,Wed,HKTICN,South Korea,0,0,0,0,6.62
31823,2,Internet,RoundTrip,32,4,15,Mon,HKTICN,South Korea,1,0,0,0,6.62
31824,4,Internet,RoundTrip,366,4,6,Tue,HKTICN,South Korea,1,0,1,0,6.62
31825,1,Internet,RoundTrip,162,4,16,Tue,HKTICN,South Korea,1,1,0,0,6.62
31826,2,Internet,RoundTrip,126,4,4,Wed,HKTICN,South Korea,0,0,1,0,6.62
31827,1,Internet,RoundTrip,7,4,1,Tue,HKTICN,South Korea,0,0,0,0,6.62
31828,2,Internet,RoundTrip,63,4,13,Thu,HKTICN,South Korea,1,0,0,0,6.62
31829,2,Internet,RoundTrip,81,4,11,Mon,HKTICN,South Korea,1,0,0,0,6.62
31830,1,Internet,RoundTrip,198,4,7,Wed,HKTICN,South Korea,0,0,0,0,6.62
31831,2,Internet,RoundTrip,78,4,12,Sun,HKTICN,Japan,1,0,0,0,6.62
31832,2,Internet,RoundTrip,18,4,6,Wed,HKTICN,South Korea,0,0,0,0,6.62
31833,4,Internet,RoundTrip,308,4,5,Wed,HKTICN,South Korea,1,0,1,0,6.62
31834,2,Mobile,RoundTrip,185,4,14,Wed,HKTICN,South Korea,0,0,0,0,6.62
31835,2,Internet,RoundTrip,108,4,8,Fri,HKTICN,South Korea,0,0,1,0,6.62
31836,2,Internet,RoundTrip,76,4,11,Thu,HKTICN,South Korea,1,0,0,0,6.62
31837,2,Mobile,RoundTrip,18,4,9,Tue,HKTICN,South Korea,0,0,0,0,6.62
31838,3,Internet,RoundTrip,128,4,8,Sat,HKTICN,South Korea,0,0,0,0,6.62
31839,1,Internet,RoundTrip,42,4,4,Wed,HKTICN,South Korea,0,1,0,0,6.62
31840,3,Internet,RoundTrip,30,4,15,Wed,HKTICN,South Korea,0,0,1,0,6.62
31841,4,Internet,RoundTrip,38,4,7,Fri,HKTICN,South Korea,1,1,0,0,6.62
31842,1,Internet,RoundTrip,97,4,16,Thu,HKTICN,South Korea,1,1,1,0,6.62
31843,1,Internet,RoundTrip,13,4,2,Thu,HKTICN,South Korea,0,0,0,0,6.62
31844,3,Internet,RoundTrip,56,4,14,Thu,HKTICN,Malaysia,0,0,0,0,6.62
31845,2,Internet,RoundTrip,79,4,8,Thu,HKTICN,South Korea,0,0,0,0,6.62
31846,1,Mobile,RoundTrip,99,4,9,Fri,HKTICN,South Korea,1,0,0,0,6.62
31847,4,Internet,RoundTrip,192,4,9,Fri,HKTICN,South Korea,0,0,1,0,6.62
31848,2,Internet,RoundTrip,189,4,3,Tue,HKTICN,China,0,0,0,0,6.62
31849,1,Internet,RoundTrip,23,4,15,Mon,HKTICN,South Korea,0,0,0,0,6.62
31850,1,Internet,RoundTrip,12,4,14,Wed,HKTICN,South Korea,1,0,1,0,6.62
31851,1,Internet,RoundTrip,98,4,14,Sun,HKTICN,South Korea,0,0,0,0,6.62
31852,1,Internet,RoundTrip,44,4,6,Mon,HKTICN,South Korea,0,0,0,0,6.62
31853,1,Internet,RoundTrip,55,4,3,Fri,HKTICN,South Korea,1,1,0,0,6.62
31854,2,Internet,RoundTrip,26,4,5,Tue,HKTICN,South Korea,0,0,0,0,6.62
31855,1,Mobile,RoundTrip,55,4,17,Fri,HKTICN,South Korea,1,1,0,0,6.62
31856,2,Internet,RoundTrip,12,4,2,Wed,HKTICN,South Korea,0,1,0,0,6.62
31857,2,Mobile,RoundTrip,74,4,6,Sat,HKTICN,South Korea,1,1,1,0,6.62
31858,4,Internet,RoundTrip,408,4,16,Mon,HKTICN,South Korea,1,1,1,0,6.62
31859,2,Internet,RoundTrip,76,4,2,Fri,HKTICN,South Korea,1,1,0,0,6.62
31860,2,Internet,RoundTrip,22,4,11,Sat,HKTICN,South Korea,0,0,0,0,6.62
31861,2,Internet,RoundTrip,113,4,15,Tue,HKTICN,South Korea,1,0,0,0,6.62
31862,3,Mobile,RoundTrip,41,4,5,Wed,HKTICN,India,1,0,0,0,6.62
31863,2,Internet,RoundTrip,232,4,3,Mon,HKTICN,South Korea,1,1,1,0,6.62
31864,3,Internet,RoundTrip,62,4,14,Sun,HKTICN,South Korea,0,0,1,0,6.62
31865,2,Internet,RoundTrip,123,4,4,Mon,HKTICN,South Korea,1,0,1,0,6.62
31866,1,Mobile,RoundTrip,72,4,9,Wed,HKTICN,South Korea,1,1,1,0,6.62
31867,2,Mobile,RoundTrip,18,4,16,Sat,HKTICN,South Korea,1,0,0,0,6.62
31868,5,Mobile,RoundTrip,122,4,14,Tue,HKTICN,South Korea,1,1,1,0,6.62
31869,2,Internet,RoundTrip,88,4,3,Thu,HKTICN,South Korea,1,1,0,0,6.62
31870,1,Internet,RoundTrip,47,4,12,Sat,HKTICN,South Korea,1,1,1,0,6.62
31871,5,Internet,RoundTrip,95,4,13,Mon,HKTICN,South Korea,1,0,0,0,6.62
31872,3,Internet,RoundTrip,183,4,8,Thu,HKTICN,South Korea,0,0,1,0,6.62
31873,2,Internet,RoundTrip,37,4,17,Wed,HKTICN,Thailand,1,0,1,0,6.62
31874,2,Internet,RoundTrip,153,4,15,Tue,HKTICN,South Korea,0,0,0,0,6.62
31875,2,Internet,RoundTrip,41,4,8,Fri,HKTICN,Thailand,0,0,0,0,6.62
31876,6,Internet,RoundTrip,162,4,2,Thu,HKTICN,South Korea,1,0,1,0,6.62
31877,1,Internet,RoundTrip,149,4,5,Thu,HKTICN,South Korea,0,0,0,0,6.62
31878,2,Internet,RoundTrip,37,4,1,Mon,HKTICN,South Korea,1,0,1,0,6.62
31879,2,Internet,RoundTrip,92,4,6,Fri,HKTICN,South Korea,1,0,0,0,6.62
31880,3,Mobile,RoundTrip,189,4,3,Sun,HKTICN,South Korea,0,1,1,0,6.62
31881,2,Internet,RoundTrip,67,4,16,Fri,HKTICN,United States,0,1,1,0,6.62
31882,2,Internet,RoundTrip,66,4,12,Thu,HKTICN,South Korea,1,0,0,0,6.62
31883,4,Internet,RoundTrip,356,4,0,Tue,HKTICN,South Korea,1,1,1,0,6.62
31884,4,Internet,RoundTrip,109,4,1,Sat,HKTKIX,Japan,0,0,0,0,7
31885,2,Internet,RoundTrip,75,4,4,Sat,HKTKIX,Japan,1,0,0,0,7
31886,2,Internet,RoundTrip,67,4,7,Wed,HKTKIX,Japan,0,0,0,0,7
31887,2,Mobile,RoundTrip,85,4,11,Thu,HKTKIX,Thailand,1,0,0,0,7
31888,1,Mobile,RoundTrip,49,4,7,Sun,HKTKIX,Japan,0,0,0,0,7
31889,1,Internet,RoundTrip,56,4,3,Fri,HKTKIX,Japan,1,1,1,0,7
31890,5,Internet,RoundTrip,21,4,23,Sun,HKTKIX,Japan,1,0,1,0,7
31891,2,Mobile,RoundTrip,8,4,10,Fri,HKTKIX,Japan,1,1,0,0,7
31892,3,Internet,RoundTrip,76,4,1,Fri,HKTKIX,Japan,1,0,1,0,7
31893,1,Internet,RoundTrip,51,4,16,Wed,HKTKIX,Thailand,1,0,0,1,7
31894,5,Internet,RoundTrip,42,4,7,Sat,HKTKIX,Japan,1,0,1,0,7
31895,1,Internet,RoundTrip,6,4,21,Fri,HKTKIX,Japan,0,0,1,1,7
31896,2,Internet,RoundTrip,56,4,11,Fri,HKTKIX,Japan,1,1,1,1,7
31897,1,Mobile,RoundTrip,70,4,5,Sat,HKTKIX,Japan,1,1,1,0,7
31898,2,Internet,RoundTrip,116,4,14,Sat,HKTKIX,Japan,1,1,1,0,7
31899,1,Internet,RoundTrip,75,4,15,Wed,HKTKIX,Japan,1,1,1,0,7
31900,2,Internet,RoundTrip,198,4,0,Wed,HKTKIX,Thailand,1,0,0,1,7
31901,1,Internet,RoundTrip,31,4,14,Sat,HKTKIX,Japan,0,0,0,0,7
31902,1,Internet,RoundTrip,79,4,14,Sun,HKTKIX,Japan,0,0,1,0,7
31903,1,Internet,RoundTrip,56,4,3,Fri,HKTKIX,Japan,1,1,1,0,7
31904,2,Mobile,RoundTrip,64,4,13,Wed,HKTKIX,Japan,0,1,0,0,7
31905,1,Internet,RoundTrip,156,4,8,Thu,HKTKIX,Japan,0,0,0,0,7
31906,2,Internet,RoundTrip,68,4,9,Sat,HKTKIX,Japan,1,1,0,0,7
31907,1,Internet,RoundTrip,24,4,11,Mon,HKTKIX,Japan,0,1,0,0,7
31908,2,Internet,RoundTrip,58,4,4,Mon,HKTKIX,Japan,0,0,1,0,7
31909,1,Mobile,RoundTrip,130,4,12,Tue,HKTKIX,Japan,1,1,1,0,7
31910,2,Internet,RoundTrip,51,4,12,Tue,HKTKIX,Japan,0,0,0,0,7
31911,1,Internet,RoundTrip,6,4,9,Sat,HKTKIX,Japan,0,0,0,0,7
31912,1,Mobile,RoundTrip,11,4,5,Sun,HKTKIX,Japan,1,0,0,0,7
31913,2,Internet,RoundTrip,205,4,8,Sat,HKTKIX,Japan,0,0,0,1,7
31914,2,Internet,RoundTrip,2,4,9,Wed,HKTKIX,Japan,0,1,1,0,7
31915,3,Mobile,RoundTrip,120,4,7,Sun,HKTKIX,Japan,0,0,0,0,7
31916,1,Mobile,RoundTrip,49,4,7,Sun,HKTKIX,Japan,0,0,0,0,7
31917,1,Mobile,RoundTrip,43,4,16,Fri,HKTKIX,Japan,0,0,0,0,7
31918,2,Internet,RoundTrip,102,4,6,Wed,HKTKIX,Japan,1,1,0,0,7
31919,1,Internet,RoundTrip,119,4,14,Fri,HKTKIX,Japan,1,0,0,0,7
31920,2,Internet,RoundTrip,207,4,8,Sun,HKTKIX,Japan,0,0,0,0,7
31921,2,Internet,RoundTrip,28,4,12,Fri,HKTKIX,Japan,1,0,0,0,7
31922,1,Internet,RoundTrip,30,4,13,Fri,HKTKIX,Japan,0,0,0,0,7
31923,2,Internet,RoundTrip,57,4,13,Sun,HKTKIX,Japan,1,1,0,0,7
31924,1,Internet,RoundTrip,0,4,8,Wed,HKTKIX,Japan,1,0,1,0,7
31925,1,Internet,RoundTrip,49,4,7,Mon,HKTKIX,Japan,0,0,1,0,7
31926,2,Internet,RoundTrip,68,4,15,Tue,HKTKIX,Thailand,0,0,0,0,7
31927,3,Internet,RoundTrip,73,4,18,Fri,HKTKIX,Japan,0,0,0,0,7
31928,1,Internet,RoundTrip,121,4,11,Tue,HKTKIX,Japan,0,0,0,0,7
31929,2,Internet,RoundTrip,4,4,5,Mon,HKTKIX,Japan,0,0,1,0,7
31930,2,Internet,RoundTrip,199,4,14,Tue,HKTKIX,Thailand,0,0,0,1,7
31931,3,Internet,RoundTrip,122,4,13,Mon,HKTKIX,Japan,0,0,0,0,7
31932,4,Internet,RoundTrip,154,4,23,Sat,HKTKIX,Japan,1,1,1,0,7
31933,1,Mobile,RoundTrip,38,4,13,Mon,HKTKIX,Japan,0,1,0,0,7
31934,2,Internet,RoundTrip,93,4,5,Tue,HKTKIX,Japan,0,1,0,0,7
31935,3,Mobile,RoundTrip,286,4,14,Sat,HKTKIX,Thailand,0,0,0,1,7
31936,1,Mobile,RoundTrip,241,4,3,Tue,HKTKIX,Japan,1,0,0,0,7
31937,1,Internet,RoundTrip,2,4,13,Sun,HKTKIX,Japan,0,0,0,0,7
31938,2,Internet,RoundTrip,54,4,3,Wed,HKTKIX,Japan,1,0,0,0,7
31939,1,Internet,RoundTrip,101,4,2,Sun,HKTKIX,Japan,1,1,1,1,7
31940,2,Internet,RoundTrip,35,4,2,Tue,HKTKIX,Japan,0,0,1,0,7
31941,1,Internet,RoundTrip,12,4,11,Tue,HKTKIX,Japan,0,0,0,0,7
31942,1,Internet,RoundTrip,34,4,8,Fri,HKTKIX,Japan,0,0,0,0,7
31943,4,Mobile,RoundTrip,350,4,17,Sat,HKTKIX,Japan,0,0,0,0,7
31944,3,Internet,RoundTrip,63,4,14,Mon,HKTKIX,Japan,1,1,1,0,7
31945,3,Internet,RoundTrip,345,4,6,Thu,HKTKIX,Japan,0,0,0,0,7
31946,2,Internet,RoundTrip,88,4,12,Thu,HKTKIX,Japan,0,0,0,1,7
31947,2,Internet,RoundTrip,30,4,14,Mon,HKTKIX,Japan,1,0,0,0,7
31948,2,Internet,RoundTrip,14,4,16,Mon,HKTKIX,Japan,1,0,0,0,7
31949,1,Internet,RoundTrip,38,4,10,Mon,HKTKIX,Japan,0,0,0,0,7
31950,4,Internet,RoundTrip,87,4,15,Sun,HKTKIX,Thailand,0,0,0,0,7
31951,2,Internet,RoundTrip,25,4,14,Sun,HKTKIX,Japan,1,0,0,0,7
31952,2,Internet,RoundTrip,82,4,5,Mon,HKTKIX,Japan,0,1,0,0,7
31953,2,Internet,RoundTrip,68,4,8,Fri,HKTKIX,Japan,0,0,0,0,7
31954,1,Mobile,RoundTrip,158,4,7,Tue,HKTKIX,Japan,0,0,0,0,7
31955,3,Internet,RoundTrip,36,4,15,Tue,HKTKIX,Japan,0,0,0,0,7
31956,2,Internet,RoundTrip,32,4,14,Thu,HKTKIX,Japan,1,0,1,1,7
31957,2,Internet,RoundTrip,91,4,23,Tue,HKTKIX,Thailand,0,0,0,0,7
31958,3,Mobile,RoundTrip,107,4,4,Tue,HKTKIX,Japan,1,1,1,0,7
31959,2,Internet,RoundTrip,57,4,9,Tue,HKTKIX,Thailand,1,0,0,1,7
31960,3,Internet,RoundTrip,30,4,5,Thu,HKTKIX,Japan,1,0,0,0,7
31961,4,Internet,RoundTrip,150,4,15,Sun,HKTKIX,Japan,1,0,0,0,7
31962,2,Internet,RoundTrip,42,4,15,Thu,HKTKIX,Japan,1,0,0,0,7
31963,1,Internet,RoundTrip,57,4,4,Tue,HKTKIX,Thailand,0,0,0,0,7
31964,1,Mobile,RoundTrip,27,4,16,Thu,HKTKIX,Japan,1,1,1,0,7
31965,2,Internet,RoundTrip,84,4,14,Mon,HKTKIX,Japan,0,0,0,0,7
31966,1,Mobile,RoundTrip,41,4,15,Thu,HKTKIX,Thailand,1,0,0,0,7
31967,1,Internet,RoundTrip,27,4,14,Sat,HKTKTM,Nepal,0,1,0,0,4.75
31968,1,Internet,RoundTrip,232,4,8,Thu,HKTMEL,Australia,1,0,1,0,8.83
31969,1,Internet,RoundTrip,35,4,11,Mon,HKTMEL,Australia,1,1,0,0,8.83
31970,2,Internet,RoundTrip,22,4,4,Wed,HKTMEL,Australia,1,1,0,0,8.83
31971,1,Internet,RoundTrip,52,4,9,Sun,HKTMEL,Australia,0,0,0,0,8.83
31972,3,Internet,RoundTrip,54,4,6,Fri,HKTMEL,Australia,1,0,0,0,8.83
31973,2,Internet,RoundTrip,265,4,7,Fri,HKTMEL,Australia,1,0,0,0,8.83
31974,4,Internet,RoundTrip,155,4,8,Wed,HKTMEL,Australia,0,0,1,0,8.83
31975,2,Internet,RoundTrip,85,4,2,Mon,HKTMEL,Australia,0,0,0,0,8.83
31976,2,Internet,RoundTrip,230,4,7,Thu,HKTMEL,(not set),0,1,1,0,8.83
31977,1,Internet,RoundTrip,12,4,2,Fri,HKTMEL,Australia,0,1,0,0,8.83
31978,2,Mobile,RoundTrip,79,4,9,Tue,HKTMEL,Australia,1,1,1,0,8.83
31979,1,Mobile,RoundTrip,65,4,14,Wed,HKTMEL,Australia,0,0,1,0,8.83
31980,1,Internet,RoundTrip,72,4,11,Sat,HKTOOL,Australia,0,0,0,0,8.83
31981,2,Internet,RoundTrip,11,4,5,Sun,HKTOOL,Australia,0,1,0,0,8.83
31982,1,Internet,RoundTrip,10,4,21,Thu,HKTOOL,Australia,0,0,0,0,8.83
31983,2,Internet,RoundTrip,14,4,3,Wed,HKTOOL,Australia,0,0,0,1,8.83
31984,2,Mobile,RoundTrip,28,4,20,Fri,HKTOOL,Australia,1,0,0,0,8.83
31985,1,Internet,RoundTrip,39,4,23,Mon,HKTOOL,Australia,0,1,0,0,8.83
31986,1,Internet,RoundTrip,37,4,22,Sun,HKTOOL,New Zealand,1,0,0,0,8.83
31987,1,Internet,RoundTrip,68,4,2,Fri,HKTOOL,Australia,0,1,1,0,8.83
31988,3,Internet,RoundTrip,38,4,5,Mon,HKTOOL,Australia,1,0,0,0,8.83
31989,3,Internet,RoundTrip,74,4,3,Sat,HKTOOL,Australia,0,1,0,0,8.83
31990,1,Internet,RoundTrip,17,4,3,Mon,HKTOOL,Australia,1,1,1,0,8.83
31991,3,Internet,RoundTrip,90,4,22,Thu,HKTOOL,Australia,0,0,0,0,8.83
31992,1,Internet,RoundTrip,17,4,2,Sat,HKTOOL,Australia,0,0,0,1,8.83
31993,2,Internet,RoundTrip,28,4,3,Wed,HKTOOL,Australia,1,0,1,0,8.83
31994,2,Internet,RoundTrip,94,4,5,Mon,HKTOOL,Australia,1,0,1,0,8.83
31995,1,Internet,RoundTrip,10,4,23,Wed,HKTOOL,Australia,0,0,0,0,8.83
31996,1,Internet,RoundTrip,64,4,6,Wed,HKTPEK,China,0,0,0,0,6.42
31997,2,Internet,RoundTrip,34,4,1,Thu,HKTPEK,China,0,0,0,0,6.42
31998,1,Mobile,RoundTrip,21,4,7,Sun,HKTPEK,China,0,0,0,0,6.42
31999,2,Internet,RoundTrip,251,4,2,Thu,HKTPEK,China,1,1,0,0,6.42
32000,1,Internet,RoundTrip,64,4,6,Wed,HKTPEK,China,1,0,0,0,6.42
32001,2,Internet,RoundTrip,50,4,4,Sat,HKTPEK,China,0,0,0,0,6.42
32002,3,Internet,RoundTrip,19,4,6,Sun,HKTPEK,China,1,1,1,1,6.42
32003,1,Internet,RoundTrip,15,4,11,Sat,HKTPEK,China,1,1,1,1,6.42
32004,2,Internet,RoundTrip,46,4,12,Wed,HKTPEK,China,0,0,0,0,6.42
32005,4,Internet,RoundTrip,263,4,17,Sun,HKTPEK,China,0,0,0,0,6.42
32006,2,Internet,RoundTrip,71,4,3,Wed,HKTPEK,China,1,0,0,0,6.42
32007,2,Internet,RoundTrip,55,4,6,Fri,HKTPEK,China,0,0,0,0,6.42
32008,2,Mobile,RoundTrip,97,4,9,Mon,HKTPEK,China,0,0,0,0,6.42
32009,1,Internet,RoundTrip,28,4,10,Thu,HKTPEK,Indonesia,0,0,0,0,6.42
32010,1,Internet,RoundTrip,9,4,4,Mon,HKTPEK,China,0,0,0,0,6.42
32011,3,Internet,RoundTrip,43,4,10,Tue,HKTPEK,China,0,0,0,0,6.42
32012,3,Internet,RoundTrip,27,4,11,Tue,HKTPEK,China,0,0,1,0,6.42
32013,2,Internet,RoundTrip,32,4,6,Mon,HKTPER,Australia,1,0,0,0,5.62
32014,5,Internet,RoundTrip,53,4,14,Sun,HKTPER,Australia,0,0,0,0,5.62
32015,1,Internet,RoundTrip,25,4,12,Mon,HKTPER,Australia,0,1,0,0,5.62
32016,1,Internet,RoundTrip,22,4,10,Tue,HKTPER,Australia,0,0,0,0,5.62
32017,1,Internet,RoundTrip,21,4,13,Sat,HKTPER,Australia,0,0,1,0,5.62
32018,2,Internet,RoundTrip,15,4,3,Fri,HKTPER,Australia,0,0,1,0,5.62
32019,2,Internet,RoundTrip,122,4,4,Fri,HKTPER,Australia,1,0,1,0,5.62
32020,3,Internet,RoundTrip,24,4,14,Wed,HKTPER,Australia,1,0,0,0,5.62
32021,2,Internet,RoundTrip,231,4,11,Thu,HKTPER,Australia,0,0,0,0,5.62
32022,1,Internet,RoundTrip,12,4,8,Fri,HKTPER,Australia,0,1,1,1,5.62
32023,1,Internet,RoundTrip,12,4,2,Mon,HKTPER,Australia,0,0,1,0,5.62
32024,1,Internet,RoundTrip,17,4,9,Tue,HKTPER,Australia,0,1,1,0,5.62
32025,1,Internet,RoundTrip,3,4,5,Mon,HKTPER,Australia,0,0,0,0,5.62
32026,1,Internet,RoundTrip,22,4,10,Tue,HKTPER,Australia,0,0,0,0,5.62
32027,2,Internet,RoundTrip,217,4,8,Thu,HKTPER,Australia,0,0,0,0,5.62
32028,1,Internet,RoundTrip,40,4,16,Fri,HKTPER,Australia,0,0,0,0,5.62
32029,1,Internet,RoundTrip,359,4,6,Thu,HKTPER,Australia,0,0,0,0,5.62
32030,2,Mobile,RoundTrip,64,4,14,Thu,HKTPER,Australia,0,0,0,0,5.62
32031,4,Internet,RoundTrip,153,4,11,Mon,HKTPUS,South Korea,1,1,0,0,6.33
32032,1,Internet,RoundTrip,96,4,15,Fri,HKTPUS,Singapore,1,1,1,0,6.33
32033,2,Internet,RoundTrip,69,4,4,Thu,HKTPUS,South Korea,1,0,1,0,6.33
32034,3,Internet,RoundTrip,193,4,0,Wed,HKTPUS,South Korea,0,0,0,0,6.33
32035,1,Internet,RoundTrip,154,4,16,Fri,HKTPUS,South Korea,0,0,0,0,6.33
32036,2,Mobile,RoundTrip,59,4,7,Sun,HKTPUS,South Korea,1,0,0,0,6.33
32037,6,Mobile,RoundTrip,40,4,16,Tue,HKTPUS,South Korea,1,0,1,0,6.33
32038,5,Internet,RoundTrip,418,4,2,Sun,HKTPUS,South Korea,1,1,1,0,6.33
32039,4,Internet,RoundTrip,99,4,2,Sat,HKTPUS,South Korea,1,0,0,0,6.33
32040,2,Internet,RoundTrip,16,4,12,Wed,HKTPUS,South Korea,1,0,1,0,6.33
32041,4,Internet,RoundTrip,69,4,1,Thu,HKTPUS,South Korea,1,0,0,0,6.33
32042,2,Internet,RoundTrip,44,4,15,Sun,HKTPUS,South Korea,1,1,1,0,6.33
32043,2,Internet,RoundTrip,11,4,6,Wed,HKTPUS,South Korea,1,1,1,0,6.33
32044,3,Internet,RoundTrip,159,4,14,Sun,HKTPUS,South Korea,0,0,0,0,6.33
32045,2,Internet,RoundTrip,55,4,13,Mon,HKTPUS,South Korea,1,0,1,0,6.33
32046,2,Internet,RoundTrip,173,4,8,Sun,HKTPUS,South Korea,1,0,0,0,6.33
32047,4,Internet,RoundTrip,89,4,18,Fri,HKTPUS,South Korea,1,0,1,0,6.33
32048,2,Internet,RoundTrip,106,4,5,Tue,HKTPUS,South Korea,0,0,0,0,6.33
32049,2,Internet,RoundTrip,50,4,7,Thu,HKTPUS,South Korea,1,0,0,0,6.33
32050,2,Internet,RoundTrip,31,4,10,Thu,HKTPUS,South Korea,0,0,0,0,6.33
32051,1,Internet,RoundTrip,62,4,18,Fri,HKTPUS,Thailand,0,1,1,0,6.33
32052,2,Internet,RoundTrip,399,4,11,Sun,HKTPUS,South Korea,1,1,1,0,6.33
32053,2,Internet,RoundTrip,152,4,0,Tue,HKTPUS,South Korea,1,1,0,0,6.33
32054,2,Internet,RoundTrip,6,4,5,Thu,HKTPUS,South Korea,0,0,1,0,6.33
32055,2,Internet,RoundTrip,173,4,16,Sun,HKTPUS,South Korea,1,1,0,0,6.33
32056,2,Internet,RoundTrip,9,4,0,Mon,HKTPUS,South Korea,1,0,1,0,6.33
32057,2,Internet,RoundTrip,9,4,8,Wed,HKTPUS,South Korea,1,1,1,0,6.33
32058,2,Internet,RoundTrip,24,4,5,Thu,HKTPUS,South Korea,1,0,0,0,6.33
32059,2,Internet,RoundTrip,14,4,8,Sun,HKTPUS,South Korea,1,0,1,0,6.33
32060,2,Internet,RoundTrip,11,4,8,Mon,HKTPUS,South Korea,1,1,1,0,6.33
32061,4,Internet,RoundTrip,8,4,8,Sat,HKTPUS,South Korea,0,0,0,0,6.33
32062,2,Internet,RoundTrip,47,4,4,Tue,HKTPUS,South Korea,1,0,0,0,6.33
32063,5,Internet,RoundTrip,102,4,11,Wed,HKTPVG,China,1,0,0,0,5.33
32064,3,Internet,RoundTrip,41,4,7,Sat,HKTPVG,China,1,1,1,1,5.33
